Id,SalePrice
2,108604.7114609973
4,269688.62292144937
6,185182.15331575405
7,208890.65202524076
17,208306.1072962954
18,345959.7897207404
22,194245.24654890358
27,116489.02319480476
31,84791.42867756536
36,135491.4500302279
39,379352.9555199642
40,268177.24289763055
42,309774.88677980436
46,232281.32399177036
53,160242.4104359657
58,162605.20112030464
61,307913.02843013086
72,215307.5993996692
79,106855.21391077299
80,212390.97357102123
82,152039.15074803898
83,97177.68254359301
85,153867.97821507548
88,124757.16570337134
92,293561.536199827
93,289593.636801845
95,180443.73861233244
102,185788.44206784831
103,178582.4067757838
106,246059.79452539244
107,140609.55707157828
110,228469.71215510048
114,215670.5379124358
116,190297.64028432916
117,163305.34191845983
118,141019.37909352436
125,165457.60892329153
126,158567.37110619768
127,156590.49735615595
128,200312.23404202654
134,130879.20923734579
135,188250.80665327367
137,239920.53777288133
143,146987.27309476509
147,133731.95261204435
148,187636.37919506407
150,121992.02682411569
156,136807.95350053025
157,128653.645851103
159,131709.116062277
161,279253.22392413596
167,142954.55279694503
170,138226.84032639323
171,73821.82445435897
175,100168.90137335446
179,115333.646949168
181,115499.32609209027
186,215263.60695447336
193,215256.05628294495
194,94406.62171447297
206,127641.61381097214
208,140170.42339055752
210,162344.87943588628
211,80628.90661425503
212,103976.32086217304
214,112223.82851287673
215,137634.90625960322
217,107614.64078937533
222,152104.0364199935
227,154770.96942023656
228,166975.7121318481
233,247192.82687776102
235,127273.58284650098
238,131516.44011957786
241,168887.8516046235
252,180047.92437923932
253,183830.53542480883
256,139386.25465080203
257,147385.81825926964
258,192313.41822336795
259,176797.12384655792
261,139741.2416864708
263,123078.02161071429
266,226333.24262186396
267,228813.38185491826
270,123099.76586260853
271,251825.5511460803
276,121989.58960469658
285,150097.40795072148
288,95156.82935303939
289,163950.76568118326
290,125255.3717357103
291,145300.48822386324
292,132948.8201425152
293,194900.83152439108
294,241849.76924985746
295,181347.59330856393
304,113947.95681101004
322,363103.36696998647
326,170064.05204543282
327,85973.79503731603
328,144462.1611983296
331,80341.10953028954
332,79037.97532503556
333,86505.64028633057
335,138059.42608960433
337,178323.48348633538
342,117551.88587521049
343,178972.0641515946
347,168149.47450785968
350,306511.7068934381
352,228657.6792055131
358,170607.49581763265
359,179453.7424738191
360,152557.98660801674
368,316471.67471522966
369,256538.60932204028
373,193273.962330922
377,252147.25895683173
383,181123.6396858145
386,227184.9743935084
387,240035.88906228082
390,165679.15751675938
391,158365.5373676538
395,149616.49705479818
397,132597.8046731872
398,118977.59822166423
401,120210.28102856796
404,94678.69374289141
408,112792.50640480086
409,114060.69270015911
410,143924.76336754937
418,92217.05325930139
422,431518.53383666393
427,355039.1318967852
431,410080.63438589015
433,481712.4229174666
437,345528.5619381147
438,285497.9597856334
442,351497.6485330551
447,235171.75147418465
459,351385.09984058567
460,263797.84257462824
464,190764.653297809
465,173314.5290616492
467,173918.1518881464
468,188155.3975629175
474,163026.43119144096
480,194619.69309446495
481,194143.40404378512
483,212897.50757720994
488,168917.41864169593
492,181109.10878687925
494,147692.3518723909
499,329933.5429296355
500,273324.7831087763
501,314092.0427802053
503,250385.68370858743
506,244956.5189156079
508,253437.34564402577
511,282567.4569751247
515,242735.84922342698
519,238048.97522982315
521,273469.74799357075
530,236312.97587382066
532,231074.4798123623
534,179829.01642870822
540,171594.20758086114
541,143216.2317537951
551,153493.59507107333
552,152891.8358369487
554,74246.09811456043
555,134131.01839050493
556,117458.03087587093
557,124386.04534286182
565,232432.21267646976
566,256939.15591604714
567,155977.91893487162
569,208452.57195425607
570,178277.5145068467
574,216515.96429331935
575,322396.830516755
576,200222.08513538446
577,226772.17057844016
578,242252.49878945414
583,228320.49711917358
584,223082.86978851084
585,156708.75692555498
587,199256.0477127944
593,220406.29302122933
597,207318.90001744076
598,190046.43507238026
599,167233.46921288958
600,120821.24726029148
605,148744.80783272465
607,165578.2508074823
608,163132.43286973462
611,188049.20195683418
616,142387.6842179434
625,171766.32215280714
629,159262.2227329268
630,146414.1687678644
631,133493.78542132102
640,189767.47938912868
642,149023.1330058013
643,140257.18842107
646,103457.59532451848
647,163387.43722811682
655,82086.52684085307
659,97557.67413384312
663,77275.48511402255
665,91626.07334932491
667,199530.41526556484
673,161639.9287051372
676,134047.20835731208
680,152470.6562035146
682,125709.387960414
687,151257.33782562058
688,147447.98398323526
692,114295.77826707021
693,112663.91858722249
695,142684.62881890277
697,115611.6682196169
700,128502.20456679698
702,122882.55986053686
703,134656.430687659
704,104085.0856361993
712,78761.74045766532
713,109573.5763697163
717,257312.78591994778
720,194300.15432375376
721,70263.52671490415
726,157599.41731429286
733,95575.24206024215
736,127830.65999503905
738,103958.04306246436
741,125224.91263871186
743,54994.2663116873
745,115431.74655516019
750,152317.98722013057
756,112466.57457941312
757,118519.88025972538
758,153292.25180912056
760,106388.39575698657
765,154520.6551041321
775,141859.22662997682
776,139359.93850031227
780,174828.22088201193
783,228143.5558112596
790,129095.23236747738
795,74209.59386981648
796,118238.86123222817
797,144594.45111583942
798,111014.50750410266
804,217340.7982698923
805,241748.9202045093
806,253125.13911008264
808,115664.81967177414
814,162480.88512731873
818,302622.18273625267
821,286968.7951056192
822,336640.9196455225
825,292639.58035469684
827,234916.05324945436
830,199591.05179361376
834,249339.76629662834
835,199819.6292766288
842,141314.51090557498
845,215956.29538143962
852,210338.61842890366
857,115098.13586466327
858,159460.91814291727
859,133116.2348209355
860,130782.33383601197
861,128087.39328465835
864,263048.89579576126
868,192718.43190612213
869,212700.0028690808
872,294759.0032544285
873,214202.1589869889
885,97650.97221709088
890,104879.9276208225
895,98510.9816384264
899,63977.00232661491
906,133745.43631732813
918,121333.46359838633
923,155359.91756739118
925,126971.62624723776
927,139167.01967193937
932,212198.62657389758
933,88757.78718249872
934,130647.95079732059
942,85216.26244143804
947,273867.1621705658
948,266959.0741844645
951,144698.67316370533
957,300691.3505333104
958,332610.8818836796
959,227421.80965789012
963,192971.53389018562
967,218677.2079773142
968,347870.8949750643
971,142971.47268944894
972,157766.91580817185
976,99490.99572079981
978,81588.14884673404
979,96954.22388386713
984,121653.4669818264
986,166087.09459038608
991,212733.56379969118
996,213246.39393325942
1001,245168.53893182758
1007,212406.28477015556
1008,189964.40994803
1009,194025.63773303246
1014,162168.95913345474
1022,242076.23192993162
1024,191289.82926495653
1027,134001.2861899587
1030,161796.0279908598
1032,166568.93376364297
1035,146583.63620100133
1042,86626.55926836215
1047,123321.5886586277
1050,104791.83424251562
1055,299470.76612424944
1059,406892.6565286595
1061,367666.21199078095
1064,475543.0089485174
1077,227703.57514402174
1081,227286.61031675577
1092,235076.33846599536
1093,184827.73265952163
1095,204468.2247959768
1099,277704.37780029274
1101,297178.60000500025
1103,305037.7977325878
1109,265181.1816053281
1112,218800.9274099947
1113,248653.06982730073
1114,236921.66410729574
1116,251789.77992467885
1117,230164.94556431295
1119,294793.92264138913
1121,232849.52046505315
1122,210205.22695692038
1125,262425.8847572824
1137,172907.61259263393
1142,207604.90734741726
1144,201121.3648771178
1145,209098.84993435506
1147,188078.96201536155
1148,199371.20557899808
1149,163189.3240981875
1150,135031.15239624906
1153,111662.24418417647
1154,111269.55065990087
1159,377306.60296229704
1161,149318.6703484174
1167,164564.94615395425
1171,256792.92315575347
1174,163380.19847514684
1188,172719.36863492292
1189,182272.23646461105
1191,138616.89703594957
1195,143038.57439797046
1199,178239.63258998972
1201,203204.65343532304
1204,199139.74624114516
1211,152591.45570029196
1214,172890.45859844613
1219,154118.00073526328
1220,72729.58011529193
1227,198991.52240722207
1229,233678.5470150477
1231,127278.2817527981
1234,214466.99143625906
1235,129301.05778884036
1239,167678.27443084333
1240,168545.64903413362
1241,174110.1112705428
1246,125854.04356772634
1249,174966.11145851793
1250,124868.97288616613
1252,136924.00642398122
1259,163319.94466365228
1267,98806.72483502912
1269,78409.02389916765
1270,143022.353063367
1272,122427.8631848025
1274,141301.79949678996
1276,109020.37374674749
1279,151526.39200341824
1281,172079.800561769
1286,154482.32722197016
1287,124190.75019596869
1290,70471.54506784971
1291,129044.9745686092
1297,151390.11365230058
1302,153164.71074579627
1303,62116.865626902974
1312,85820.21364743699
1315,121429.9281638957
1322,63379.349639197084
1327,115014.31793439444
1331,149038.45845323562
1333,126713.58656400196
1334,113012.42032678651
1336,115972.77368016577
1341,131384.01813983876
1344,48142.27800687644
1347,130528.33951758491
1348,153052.86952901003
1353,186005.59487318524
1355,145009.0570981725
1356,111721.32766709331
1357,162331.20034053156
1361,142563.6571628773
1364,118604.49043355449
1368,99244.54160398144
1369,69903.02744965753
1371,146999.64788304502
1373,135994.7073609506
1374,135906.54321483077
1387,129340.4020338465
1388,113105.042939207
1392,153742.72193864232
