Id,SalePrice
2,101357.34404130116
4,268773.2066975726
6,184317.5475816555
7,206439.77398079072
17,207092.45862751303
18,348994.87645732233
22,190491.74464682903
27,116171.2485768467
31,84937.12152194866
36,132736.6854424329
39,382243.78442989424
40,267643.0409736979
42,304761.0408250864
46,230847.84929321494
53,155500.6458682199
58,161885.80647796261
61,312862.93628665135
72,215944.33142652933
79,110463.32622964706
80,211061.85089596093
82,151817.74518287322
83,97638.0515815694
85,155664.25037586252
88,128556.31284192679
92,287436.0352868188
93,292099.6438173393
95,181364.86854922402
102,187105.5499632069
103,177671.44581784058
106,245032.32870751258
107,137199.53379448736
110,227457.00432576047
114,210130.04016838595
116,193089.31296691304
117,164582.22165258502
118,140881.4550730164
125,164652.79957045292
126,158041.3355827073
127,158510.93542927326
128,194309.5362387496
134,126899.07249641223
135,192260.61625501845
137,235780.79008860252
143,150921.13325188824
147,134826.20204223006
148,191118.56500835437
150,123959.63701826647
156,137470.08803082225
157,131525.23513304626
159,137950.3162609621
161,278418.61619472277
167,149959.4680709596
170,136513.43208184588
171,72272.46195691722
175,87471.68294084727
179,115792.47592231697
181,117128.20218273034
186,211581.7852844712
193,223337.37616067796
194,93997.56905360853
206,126768.78399655886
208,137757.26854777406
210,162759.38887339138
211,82668.64550990351
212,104667.46689194252
214,104120.03657119483
215,133293.67356119663
217,111891.41698858314
222,157067.7812804379
227,155532.59849350085
228,157946.30717098786
233,246975.6319598115
235,120299.62084599286
238,129822.2893761124
241,166802.46786670867
252,180463.39187501266
253,180084.14204295242
256,140074.36075098446
257,155085.3824077492
258,191269.22359356514
259,176232.53002869093
261,142130.494951662
263,125561.22263711874
266,225776.8965843662
267,227296.18711752724
270,121297.23423655516
271,247826.59815127897
276,120053.18120892512
285,147172.09705163212
288,100986.81259498652
289,168307.59684186563
290,127636.89425082364
291,139963.74981148442
292,134268.1500762814
293,191514.67990890687
294,249756.24555780238
295,182485.35003163666
304,108733.08177705508
322,366470.27202727785
326,170454.14604263517
327,87430.57974332078
328,147570.27140890848
331,79354.07148544035
332,81606.83485595396
333,89770.56370801729
335,140602.0329711291
337,177165.5452896434
342,113668.78454444587
343,171230.36666443886
347,167299.32973476092
350,310222.8027955637
352,227997.28943319962
358,166905.6757621108
359,180211.28551601374
360,153117.53390888724
368,319163.15979100124
369,257184.23892195884
373,189231.6008260389
377,255127.45976062852
383,182105.70019541128
386,225440.1731321955
387,236922.10050934218
390,163162.7605263348
391,156732.54756479218
395,150316.61544812197
397,137576.60642981023
398,119402.10480273058
401,119477.76627533027
404,87471.95117029542
408,114779.22940702108
409,108410.91037191823
410,142575.54535465504
418,87476.85178518748
422,436195.9025988347
427,360286.9058774315
431,412885.49286421866
433,489253.84761862527
437,348000.2226264283
438,286296.1523519614
442,353647.2603603507
447,232952.6913096467
459,352680.2956831542
460,261425.1591020944
464,181783.18528990503
465,170200.14455504555
467,172086.63509676614
468,187308.5818412015
474,160024.4259074985
480,192461.494286697
481,191321.8163707711
483,208669.96275559766
488,170675.8595089976
492,182427.98793429122
494,147330.200426527
499,333908.4003007688
