Id,SalePrice
2,103229.12616797128
4,268317.15779015515
6,184959.6151946457
7,207296.48824913584
17,201202.3353988092
18,350404.69799622765
22,191406.429000537
27,116109.59861860868
31,85952.95101315227
36,133116.72334857698
39,383374.57683061494
40,267599.9069835289
42,304897.0934134647
46,230311.27446166993
53,155170.08872128383
58,159794.6061436254
61,315233.53878042696
72,216051.64830064372
79,111840.95283448686
80,210898.93484571896
82,151560.81240938173
83,98637.15205216206
85,154678.2519939603
88,128758.67280233462
92,287064.976011091
93,292775.0290963255
95,180643.11101811443
102,186454.85598194806
103,176456.79045908045
106,243370.89794133927
107,135032.9130229508
110,227953.88418897806
114,212759.50034411205
116,194035.73900078997
117,164769.23244065678
118,139335.00479534408
125,165096.18222717717
126,154905.0988021265
127,156841.25293116702
128,196740.73143498384
134,125134.58912009803
135,192365.85918166244
137,235350.90196029135
143,148645.7486985645
147,133202.87605075556
148,192086.58101258913
150,126771.01998314209
156,136946.68591539928
157,132094.13215335703
159,140172.2571497625
161,276968.2623560572
167,149022.5091922176
170,137234.29943833555
171,72044.96096241857
175,90689.63198698366
179,115438.05927115194
181,116623.84322931948
186,199791.1125771871
193,225222.63435951373
194,93533.69730550822
206,128629.54697074981
208,137343.06340204456
210,161414.65327443945
211,82231.71064290075
212,103156.78780256683
214,104508.90616614438
215,135457.2526924181
217,102068.07144976984
222,156076.49859835044
227,156006.54318368522
228,156897.63247765283
233,248015.22447693115
235,123110.60958166588
238,130222.14809680115
241,166967.50170034714
252,181446.38168097945
253,180598.2860645468
256,140465.4709725569
257,155619.54228615956
258,191815.06093242508
259,176582.27280837533
261,142436.79353600537
263,125892.06618205563
266,225125.80942205593
267,227859.0654370791
270,121165.12367216547
271,248682.69410033716
276,116911.42852796329
285,146320.35686665087
288,99118.51125062071
289,167676.25643312876
290,128552.14814387921
291,138572.10942642292
292,134147.1650201971
293,191731.9209752376
294,251129.23966269533
295,185344.5811432012
304,109798.22791950004
322,368815.7676364811
326,168530.58260479366
327,88251.24913088887
328,149090.9671846529
331,79212.42727441993
332,82249.73632450694
333,90440.48292894346
335,139656.11046458935
337,181594.2339774628
342,115535.24398629491
343,170366.7380707355
347,164437.06169435463
350,312883.3722742938
352,229240.0135609174
